공항코드(IATA),영문공항명,한글공항명,지역,영문국가명,한글국가명,영문도시명
YVR,Van Ferit Melen Airport,반 페리 멜렌 공항,유럽,Turkey,터키,Van
CXH,Vancouver International Airport,밴쿠버 국제공항,북미,Canada,캐나다,Vancouver
VAI,Vancouver Coal Harbour Sea Plane Base,밴쿠버 석탄 하버 해상 비행기 기지,북미,Canada,캐나다,Vancouver
VBV,Vanimo Airport,배니모 공항,대양주,Papua New Guinea,파푸아뉴기니,Vanimo
VRA,Vanuabalavu Airport,배뉴발래부 공항,대양주,Fiji,피지,Vanuabalavu
VNS,Varadero Juan Gualberto Gomez Airport,후안 구알베르토 고메즈 공항,중남미,Cuba,쿠바,Varadero
VAW,Varanasi Airport,라이 바하두르 샤스트리 공항 ,아시아,India,인도,Varanasi
VAG,Vardo Svartnes Airport,바르되 공항,유럽,Norway,노르웨이,Vardo
VRK,Varginha Major Brigadeiro Trompowsky Airport,메이저 브리게이드 트롬파우스키 공항,중남미,Brazil,브라질,Varginha
VAR,Varkaus Airport,바카우스 공항,유럽,Finland,핀란드,Varkaus / Joroinen
VAV,Varna Airport,바르나 국제공항,유럽,Bulgaria,불가리아,Varna
VXO,Lupepau'u International Airport,뤼페파우 공항,대양주,Tonga,통가,Vava'U
VUS,Vaxjo Airport,벡셰 공항,유럽,Sweden,스웨덴,Vaxjo
VEE,Veliky Ustyug Airport,벨리키 우스티우그 공항,유럽,Russian Federation,러시아,Velikiy Ustyug
VCE,Venetie Airport,베네치아 국제공항,북미,United States of America,미국,Venetie
VNC,Venice Marco Polo Airport,마르코 폴로 국제공항,유럽,Italy,이탈리아,Venice
VER,Venice Municipal Airport,베네치아 국제공항,북미,United States of America,미국,Venice
VHV,Veracruz Las Bajadas Airport,라 바자다스 공항,중남미,Mexico,멕시코,Veracruz
VEL,Verkhnevilyuysk Airport,베르흐네빌리유스크 공항,유럽,Russian Federation,러시아,Verkhnevilyuisk
VRB,Vernal Regional Airport,베르날 공항,북미,United States of America,미국,Vernal
VBS,Vero Beach Regional Airport,베로 비치 시공항,북미,United States of America,미국,Vero Beach
VRN,Brescia Montichiari Airport,몬티치아리 공항  ,유럽,Italy,이탈리아,Verona
VEY,Verona Villafranca Airport,빌라프랑카 베로니스 공항  ,유럽,Italy,이탈리아,Verona
VCT,Vestmannaeyjar Airport,베스트만네이야 공항,유럽,Iceland,아이슬란드,Vestmannaeyjar
YYJ,Victoria Regional Airport,빅토리아 지역공항,북미,United States of America,미국,Victoria
YWH,Victoria International Airport,빅토리아 국제공항,북미,Canada,캐나다,Victoria
VFA,Victoria Inner Harbour Airport,빅토리아 이너 하버 공항,북미,Canada,캐나다,Victoria
VCV,Victoria Falls Airport,빅토리아폴스 공항,아프리카,Zimbabwe,짐바브웨,Victoria Falls
VDM,Southern California Logistics Airport,서던 캘리포니아 로지스틱스 공항,북미,United States of America,미국,Victorville
VIE,Viedma Airport,거버네도 카스텔로 공항,중남미,Argentina,아르헨티나,Viedma
VTE,Vienna International Airport,비엔나 국제공항,유럽,Austria,오스트리아,Vienna
VQS,Vientiane Wattay International Airport,와타이 공항,아시아,Laos,라오스,Vientiane (Viangchan)
VIF,Vieques Airport,비케스 공항,북미,Puerto Rico,푸에르토리코,Vieques
VGO,Vieste Heliport,비에스테 헬리포트,유럽,Italy,이탈리아,Vieste
VGA,Vigo Airport,비고 피내이더 국제공항,유럽,Spain,스페인,Vigo
VRL,Vijayawada/Gannavaram Airport,비쟈와와다 공항,아시아,India,인도,Vijayawada
VLP,Vila Real Airport,빌라레알 공항,유럽,Portugal,포르투갈,Vila Real
VNX,Vila Rica Airport,아빌라리까 시공항,중남미,Brazil,브라질,Vila Rica
VHM,Vilanculos Airport,빌라쿨로 공항,아프리카,Mozambique,모잠비크,Vilankulo
BVH,Vilhelmina Airport,빌헬미나 공항,유럽,Sweden,스웨덴,Vilhelmina
VLG,Vilhena Airport,비헤나 공항,중남미,Brazil,브라질,Vilhena
VME,Villa Gesell Airport,빌라게셀 공항,중남미,Argentina,아르헨티나,Villa Gesell
VGZ,Villa Mercedes Airport,빌라 레이놀즈 공항,중남미,Argentina,아르헨티나,Villa Reynolds
VSA,Villagarzon Airport,빌라 가봉 공항,중남미,Colombia,콜롬비아,Villagarzon
VVC,Villahermosa Capitan Carlos Perez Airport,카피탄 카를로스 로비로사 공항,중남미,Mexico,멕시코,Villahermosa
VNO,Villavicencio La Vanguardia Airport,라 방가디아 공항,중남미,Colombia,콜롬비아,Villavicencio
VYI,Vilnius International Airport,빌니우스 국제공항,유럽,Lithuania,리투아니아,Vilnius
VII,Vilyuysk Airport,빌류이스크 공항,유럽,Russian Federation,러시아,Vilyuisk
VIN,Vinh City Airport,비니 공항,아시아,Vietnam,베트남,Vinh
VPG,Vinnytsia Airport,비니차 공항,유럽,Ukraine,우크라이나,Vinnytsia
VIJ,Vipingo Airport,비핑고 공항,아프리카,Kenya,케냐,Vipingo Estate
VTZ,Virgin Gorda Airport,버진고르다 공항,중남미,British Virgin Islands,영국령 버진아일랜드,Virgin Gorda
VIS,Visakhapatnam Airport,비샤카파트남 공항,아시아,India,인도,Visakhapatnam ( Vishakhapatnam )
VBY,Visalia Airport,비살리아 시공항,북미,United States of America,미국,Visalia
VSE,Visby Airport,비스뷔 공항,유럽,Sweden,스웨덴,Visby
VTB,Viseu Airport,비세우 공항,유럽,Portugal,포르투갈,Viseu
VIT,Vitebsk Airport,보스토츄니 공항,유럽,Belarus,벨로루시,Vitebsk
VIX,Vitoria Airport,비토리아 공항,유럽,Spain,스페인,Vitoria
VDC,Vitoria Eurico Salles Airport,에우리코 살레즈 공항,중남미,Brazil,브라질,Vitoria
OGZ,Vitoria da Conquista Airport,빅토리아 다 콘퀴스타 공항,중남미,Brazil,브라질,Vitoria da Conquista
VVO,Vladikavkaz Beslan Airport,베슬란 공항,유럽,Russian Federation,러시아,Vladikavkaz
VOD,Vladivostok Knevichi Airport,블라디보스토크 국제공항,유럽,Russian Federation,러시아,Vladivostok
VOG,Prague Aero Vodochody Airport,프라하 에어로보도초디 공항,유럽,Czech Republic,체코 공화국,Vodochody
VGD,Volgograd Gumrak Airport,굼락 공항,유럽,Russian Federation,러시아,Volgograd
VOL,Vologda Airport,볼로그다 공항,유럽,Russian Federation,러시아,Vologda
VPN,Volos Nea Anchialos Airport,네아 안키알로스 공항,유럽,Greece,그리스,Volos
VKT,Vopnafjordur Airport,뵈푸나피열 공항,유럽,Iceland,아이슬란드,Vopnafjordur
VOZ,Vorkuta Airport,보쿠타 공항,유럽,Russian Federation,러시아,Vorkuta
VRC,Voronezh Chertovitskoye Airport,체르토비츠코예 공항,유럽,Russian Federation,러시아,Voronezh
KDV,Virac Airport,브르샤츠 공항,아시아,Philippines,필리핀,Vrsac
BMY,Kadavu Airport,카다부 공항,대양주,Fiji,피지,Vunisea
YWK,Belep Island Airport,밸럽 아일랜즈 공항,대양주,New Caledonia,뉴칼레도니아,Waala
ACT,Wabush Airport,와부쉬 공항,북미,Canada,캐나다,Wabush
WAE,Waco Regional Airport,웨이코 지역공항,북미,United States of America,미국,Waco
WHF,Wadi Ad Dawasir Airport,와디 알 다와지르 국내공항,중동,Saudi Arabia,사우디아라비아,Wadi al-Dawasir
OKE,Wadi Halfa Airport,와디 할파 공항,아프리카,Sudan,수단,Wadi Halfa
WGA,Okinoerabu Airport,오키노에라부 공항,아시아,Japan,일본,Wadomari
WGP,Wagga Wagga Forrest Hill Airport,포레스트 힐 공항,대양주,Australia,오스트레일리아,Wagga Wagga
AIN,Waingapu Airport,마우 하우 공항,아시아,Indonesia,인도네시아,Waingapu
NTQ,Wainwright Airport,바인라이트 공항,북미,United States of America,미국,Wainwright
WJR,Wajima Noto Airport,노토 공항,아시아,Japan,일본,Wajima
KAY,Wajir Airport,와지르 공항,아프리카,Kenya,케냐,Wajir
WKJ,Wakaya Island Airport,와카야 공항,대양주,Fiji,피지,Wakaya
WLH,Wakkanai Hokkaido Airport,홋카이도 공항,아시아,Japan,일본,Wakkanai
IWK,Walaha Airport,왈라하 공항,대양주,Vanuatu,바누아투,Walaha
WAA,Iwakuni Kintaikyo Airport,웨일스 공항,아시아,Japan,일본,Wales
ALW,Wales Airport,웨일스 공항,북미,United States of America,미국,Wales
WLS,Walla Walla Regional Airport,왈라왈라 공항,북미,United States of America,미국,Walla Walla
WVB,Wallis Island Hififo Airport,히히포 공항,대양주,Wallis and Futuna Islands,왈리스푸투나,Wallis Island
WMX,Walvis Bay Rooikop Airport,루우이콥 공항 ,아프리카,Namibia,나미비아,Walvis Bay
WKA,Wamena Airport,와미나 공항,아시아,Indonesia,인도네시아,Wamena
WOT,Wanaka Airport,와나카 공항,대양주,New Zealand,뉴질랜드,Wanaka
WAG,Wang-an Airport,왕안공항,아시아,Taiwan,대만,Wang-an
WXN,Whanganui Airport,왕거누이 공항,대양주,New Zealand,뉴질랜드,Wanganui
WBM,Wanzhou Wuqiao Airport,완주우 차오 국제공항,아시아,China,중국,Wanxian
WGC,Wapenamanda Airport,워피너만다 공항,대양주,Papua New Guinea,파푸아뉴기니,Wapenamanda
WRB,Warangal Airport,와랑갈 공항,아시아,India,인도,Warangal
WMB,Robins AFB Airport,로빈스 AFB 공항,북미,United States of America,미국,Warner Robins
WAW,Warrnambool Airport,월냄불 공항,대양주,Australia,오스트레일리아,Warrnambool
WMI,Warsaw Frederic Chopin Airport,바르샤바 프레데릭 쇼팽 공항 ,유럽,Poland,폴란드,Warsaw
DCA,Warsaw Modlin Airport,바르샤바 모드 린 공항,유럽,Poland,폴란드,Warsaw
IAD,Washington Ronald Reagan National Airport,로널드 레이건 위싱턴 내셔널 공항,북미,United States of America,미국,Washington  / Arlington County
YKQ,Washington Dulles International Airport,워싱턴 덜레스 국제공항,북미,United States of America,미국,Washington DC
WSP,Waskaganish Airport,와스카가니쉬 공항,북미,Canada,캐나다,Waskaganish
KWF,Waspam Airport,와스프햄 공항,중남미,Nicaragua,니카라과,Waspam
WAT,Waterfall Sea Plane Base,워터폴 해면 기지,북미,United States of America,미국,Waterfall
IZA,Waterford Airport,워터퍼드 공항,유럽,Ireland,아일랜드,Waterford
ALO,Juiz de Fora President Itamar Franco Airport,워더클루프 공군기지,중남미,Brazil,브라질,Waterkloof
ART,Waterloo Regional Airport,워털루 공항,북미,United States of America,미국,Waterloo
ATY,Watertown International Airport,워터타운 국제공항,북미,United States of America,미국,Watertown
YQH,Watertown Airport,워터타운 공항,북미,United States of America,미국,Watertown
WUU,Watson Lake Airport,왓슨레이크 공항,북미,Canada,캐나다,Watson Lake
UES,Wau Airport,와우 공항,아프리카,South Sudan,남수단,Wau
YWP,Waukesha County Airport,와우케샤 공항,북미,United States of America,미국,Waukesha
EJH,Webequie Airport,위베키 공항,북미,Canada,캐나다,Webequie
WRZ,Wedjh Airport,알 웨지 국내공항,중동,Saudi Arabia,사우디아라비아,Wedjh ( Wejh )
NRN,Weerawila Airport,위라윌라 공항,아시아,Sri Lanka,스리랑카,Weerawila
WEF,Weeze Airport,위즈 공항,유럽,Germany,독일,Weeze
WEH,Weifang Nanyuan Airport,웨이팡  공항,아시아,China,중국,Weifang
WEI,Weihai Dashuibo Airport,위해 대우위보 공항,아시아,China,중국,Weihai
YFJ,Weipa Airport,웨이파 공항,대양주,Australia,오스트레일리아,Weipa
WLG,Snare Lake Airport,스네어 레이크 공항,북미,Canada,캐나다,Wekweeti
YNC,Wellington Airport,웰링턴 국제공항,대양주,New Zealand,뉴질랜드,Wellington
EAT,Wemindji Airport,웨민지 공항,북미,Canada,캐나다,Wemindji
TKK,Pangborn Memorial Airport,팬번 미모리얼 공항,북미,United States of America,미국,Wenatchee
WNH,Weno Island Chuuk International Airport,웨노 섬 추크 국제공항,대양주,Micronesia,미크로네시아 연방,Weno Island
WNZ,Wenshan Puzhehei Airport,웬샨푸제헤이 공항,아시아,China,중국,Wenshan
CAE,Wenzhou Longwan International Airport,원저우  국제공항,아시아,China,중국,Wenzhou
CCK,Columbia Metropolitan Airport,컬럼비아 메트로폴리탄 공항,북미,United States of America,미국,West Columbia
LAF,Cocos Islands Airport,코코스 킬링 아일랜드 국제공항,아시아,Cocos (Keeling) Islands,코코스제도,West Island
AGC,Purdue University Airport,퍼두 유니버시티 공항,북미,United States of America,미국,West Lafayette
PBI,Pittsburgh-Allegheny County Airport,알레게니 카운티 공항,북미,United States of America,미국,"West Mifflin , Pittsburgh"
KWP,Palm Beach International Airport,팜비치 국제공항,북미,United States of America,미국,West Palm Beach
WYS,West Point Village Sea Plane Base,빌리지 수상비행장 공항,북미,United States of America,미국,West Point
LBA,Yellowstone Airport,엘로스톤 공항,북미,United States of America,미국,West Yellowstone
GWT,Leeds Bradford Airport,리즈 브랫포드 국제공항,유럽,United Kingdom,영국,West Yorkshire
WST,Westerland Sylt Airport,질트 공항,유럽,Germany,독일,Westerland
BAF,Westerly State Airport,웨스터리 스테이트 공항,북미,United States of America,미국,Westerly
WSZ,Westfield-Barnes Regional Airport,반즈 시공항,북미,United States of America,미국,Westfield / Springfield
WWK,Westport Airport,웨스포트 공항,대양주,New Zealand,뉴질랜드,Westport
WHK,Wewak Boram Airport,보람 공항,대양주,Papua New Guinea,파푸아뉴기니,Wewak
YXN,Whakatane Airport,와케이튼 비행장,대양주,New Zealand,뉴질랜드,Whakatane
WRE,Whale Cove Airport,웨일 코브 공항,북미,Canada,캐나다,Whale Cove
YLE,Whangarei Airport,행거라이 공항,대양주,New Zealand,뉴질랜드,Whangarei
WMO,Wha Ti/Lac La Martre Wha Ti Airport,와티/락 라 마르트르 와티 공항,북미,Canada,캐나다,Whati
HPN,White Mountain Airport,화이트 마운틴 공항,북미,United States of America,미국,White Mountain
YXY,Westchester County Airport,웨스트체스터 카운티 공항,북미,United States of America,미국,White Plains
WYA,Erik Nielsen Whitehorse International Airport,에릭 닐슨 화이트호스 국제공항,북미,Canada,캐나다,Whitehorse
YVV,Whyalla Airport,왈랴 공항,대양주,Australia,오스트레일리아,Whyalla
ICT,Wiarton Keppel International Airport,위어튼 공항,북미,Canada,캐나다,Wiarton
SPS,Wichita Dwight D Eisenhower National Airport,위치토 미드 컨티넌트 공항,북미,United States of America,미국,Wichita
WIC,Wichita Falls Regional Airport,위치토폴스 시공항 ,북미,United States of America,미국,Wichita Falls
WVN,Wick Airport,윅 존 오그로츠 공항,유럽,United Kingdom,영국,Wick
PRI,Wilhelmshaven Mariensiel Airport,빌헬름샤븐 마리엔시엘 공항,유럽,Germany,독일,Wilhelmshaven
YWM,Praslin Island Airport,윌킨즈 런웨이,아프리카,Seychelles,세이셸,Wilkes Land
YWL,Williams Harbour Airport,윌리엄스 하버 공항,북미,Canada,캐나다,Williams Harbour
IPT,Williams Lake Airport,일리엄스레이크 공항,북미,Canada,캐나다,Williams Lake
ISN,Williamsport Regional Airport,윌리엄즈포트 지역공항,북미,United States of America,미국,Williamsport
ILG,Williston Sloulin Field International Airport,슬루렌 국제공항,북미,United States of America,미국,Williston
ILM,New Castle Airport,뉴캐슬 카운티 공항,북미,United States of America,미국,Wilmington
ILN,Wilmington International Airport,월밍턴 국제공항 ,북미,United States of America,미국,Wilmington
WUN,Wilmington Air Park,클린튼 필드 공항,북미,United States of America,미국,Wilmington
ERS,Wiluna Airport,윌루나 공항,대양주,Australia,오스트레일리아,Wiluna
WDH,Windhoek Eros Airport,에로스 공항,아프리카,Namibia,나미비아,Windhoek
WNR,Windhoek Hosea Kutako International Airport,호세아 쿠타코 국제공항,아프리카,Namibia,나미비아,Windhoek
YQG,Windorah Airport,윈도라 공항,대양주,Australia,오스트레일리아,Windorah
BDL,Windsor International Airport,윈저 국제공항,북미,Canada,캐나다,Windsor
YWG,Hartford Bradley International Airport,브래들리 국제공항,북미,United States of America,미국,Windsor Locks / Hartford
INT,Winnipeg James Armstrong Richardson International Airport,위니펙 제임스 암스트롱 리챠슨 국제공항,북미,Canada,캐나다,Winnipeg
WIN,Smith Reynolds Airport,스미스 레이놀즈 공항,북미,United States of America,미국,Winston Salem
WPM,Winton Airport,윈턴 공항,대양주,Australia,오스트레일리아,Winton
WJA,Wipim Airport,위핌 공항,대양주,Papua New Guinea,파푸아뉴기니,Wipim
OLF,Woja Airport,워자 공항,대양주,Marshall Islands,마셜제도,Woja
ZWL,Wolf Point International Airport,클레이튼 공항,북미,United States of America,미국,Wolf Point
WOL,Wollaston Lake Airport,왈래스턴 레이크 공항,북미,Canada,캐나다,Wollaston Lake
WJU,Shellharbour Airport,울릉공 공항,대양주,Australia,오스트레일리아,Wollongong
WWI,Wonju Hoengseong Airport,원주 공항,아시아,South Korea,대한민국,Wonju
ORH,Woodie Woodie Airport,우디 우디 공항,대양주,Australia,오스트레일리아,Woodie Woodie
WRL,Worcester Regional Airport,우스터 리지널 공항,북미,United States of America,미국,Worcester
WTO,Worland Municipal Airport,월랜드 시공항,북미,United States of America,미국,Worland
WTE,Wotho Island Airport,우토 아일랜드 공항,대양주,Marshall Islands,마셜제도,Wotho Island
WRG,Wotje Island Airport,왓제 섬 공항,대양주,Marshall Islands,마셜제도,Wotje Atoll
WRI,Wrangell Sea Plane Base,랭겔 공항,북미,United States of America,미국,Wrangell
WRO,McGuire AFB,맥과이어 공군기지,북미,United States of America,미국,Wrightstown
DTU,Wroclaw Strachowice Airport,니콜라우스 코페르니쿠스 공항 ,유럽,Poland,폴란드,Wroclaw
WUA,Wudalianchi Dede Airport,우달리안치 데데 공항,아시아,China,중국,Wudalianchi
